x,y,z,AccStatus
-0.7821571613135356,0.034225826757159517,0.4966848790400906,0
-0.533579930707382,-0.5952330616618932,0.5172065773407468,0
-0.25094537657317156,-1.1887517355598398,0.0966130950380344,0
0.4962749899805059,-0.7042057542607094,-0.16451979425522198,0
-0.303420036474687,-0.6840571724303333,-0.5000490458861839,0
-0.17369226989525302,-0.11645927508733266,-0.2923350489552362,0
-0.3258066219993525,0.03423402727346514,0.00042446180210897744,0
0.0557035335732087,-0.3012042800975453,-0.049026265690581335,0
0.019167191639609282,-0.6569519285504715,-0.3210128544850943,0
0.35284436722591034,-0.032239874560827275,-0.4377507762940457,0
-0.07239279702695398,0.15815224760174626,-0.20671903509425335,0
-0.25881115015623385,0.06521132411333869,0.13461100255437766,0
-0.3858208636207007,-0.3433275039419253,0.1402016016104062,0
-0.05235769879597166,-0.40210427765387124,-0.0690572872951079,0
0.13004058932417156,-0.2815856672095089,-0.2373544006481116,0
0.11159079648972436,0.13606597460093808,-0.02176086204458514,0
-0.1649305811114211,0.28560282007508353,-0.04742378649012924,0
-0.10600194209086379,0.32275814504271255,0.02459639295529681,0
0.22503481434507144,0.3599145570932242,0.020238156710308874,0
0.4183059797130831,0.3334027555510914,-0.18403656792760564,0
0.6519229616069556,0.6324339241521361,-0.2306951862422535,0
0.46278395980865505,0.5738878177168553,-0.061814260635976365,0
0.5739064592570384,0.6430163691444857,0.10118119642517848,0
1.150063899185814,0.8377765688316596,0.05585772238609532,0
1.4545856882081716,1.036680291666658,-0.2385531785812623,0
1.5214418273697927,1.1793496572276287,-0.39836018368407133,0
1.3603093042895094,1.2301263484643872,-0.3673277314311328,0
1.1414357808795235,1.2196060932285178,-0.40838513417678257,0
1.3599314928453365,1.159832396824111,-0.031396451437391865,0
1.356136395417482,1.2138827868415865,0.06732119949401474,0
0.4287727044304242,1.4183747095984425,0.3044850002192958,0
-0.47008472834657994,0.923561959420325,0.4572343363534088,0
-0.0232985496849243,0.23226169859902235,1.0069632826244486,0
0.6404078979969964,-0.49636927160669997,0.8940280246863357,0
0.9133418612629395,0.23077956181966497,0.4447579258962164,0
2.2967386899563693,1.7161649397927368,0.10327240761815333,0
1.758205612471647,1.3082007912676703,0.31407080513421903,0
1.7305593871169598,-0.3306012134634041,-0.4715294650373889,0
2.6090274898497405,-0.12676597327124317,-2.195801307952452,0
3.1824465385325214,1.6972398047646393,-2.43800754660672,0
0.5629998482006906,0.7543490087785572,-1.4429205709249275,0
0.7650877943348482,1.7586439609329465,-0.6918427368194859,0
1.3545464918461114,2.115209717834346,-1.5362100008201311,0
3.408565647453063,1.7801545749003678,-2.6815396002739256,0
1.980799855415372,-0.20995955480880146,-2.9269791942742067,0
2.182819661743356,1.4032305198973127,-0.9440470879642086,0
-0.4677553567689209,2.1166103497888016,0.8472710375226651,0
-0.460425886037257,2.882886124594287,0.2231517341181428,0
0.9604384523289415,2.24540151534121,-0.9190718199656116,0
1.9952581096865583,0.981527745388895,-1.1421733060137114,0
1.018494213426955,0.08343268759618089,0.5324654929127464,0
0.07525375328777106,0.5041762099354596,1.3853697705715362,0
0.06049414040353651,1.602950468612443,0.8969187026244588,0
1.1827492292310646,1.9339702203222466,-0.06461603945191974,0
1.431543098922149,1.0574143736391883,-0.09646291251814593,0
1.2168282716542491,0.3068446620434518,0.8823281430918871,0
0.6372288203739792,-0.16411626265874438,1.2731484004815907,0
0.7895507452462668,0.5040925249027554,0.9354417739211028,0
0.9688946620059926,0.9285659070768553,0.05626912445675192,0
1.2362295120354105,1.003595132410682,-0.2901575462543103,0
1.0766955987318851,0.6113954498468631,-0.13685603776768793,0
1.1528367907380521,0.4151311332772422,0.6113978484313239,0
0.9103201378710208,-0.06353584664471207,0.378415418635972,0
1.4964948538300715,0.49050904414451146,-0.3814958143200457,0
1.166564008936797,0.5335278427148138,-1.2229495806719322,0
1.188063435577809,0.9460828781676267,-0.6392117922087209,0
0.5319087877063053,0.5177898778912782,-0.028281298652109862,0
0.8696644945822174,0.373792757782635,0.144102319299784,0
1.1534734077461553,0.05774093747994291,-0.550849230887237,0
1.460504000228093,0.3911064735226879,-1.042350400334636,0
0.8161242005310512,0.5524466673016575,-0.7522839249172453,0
0.5809923584959947,0.9238465372305812,-0.09228180976838253,0
0.3561970381222332,0.8751719314563882,0.06074220623733913,0
0.7116866926728784,0.6063001333527576,-0.3245376843133561,0
0.9195856261758293,0.3773823515067731,-0.4999474665316712,0
1.0418626492739542,0.6782553755671991,-0.375865916859466,0
0.5606450687637685,0.5909492756804171,-0.09275539177117786,0
0.39146771502771155,0.9125220076209999,0.08829578105699554,0
0.29392044508314313,0.7645438230072579,0.04682378113140667,0
0.6384299006632209,0.6465482884696415,-0.14299578174739147,0
0.8896586574237499,0.49456846721558917,-0.33540610168645024,0
0.6988185940382547,0.47022301686697715,-0.16445914756782967,0
0.42278442844503394,0.5082344374136446,0.04618256277805816,0
0.5580900949723951,0.6030330045430848,-0.08176283182297572,0
0.9254968048218956,0.6468893838606199,-0.22739616016330375,0
0.43518894260678104,0.26143508382353936,-0.20804010510316664,0
0.8153086087652711,0.42702202238844855,-0.07992841500338316,0
0.5811532127628807,0.37867573050389747,-0.16332990590222513,0
0.4238706219677149,0.3409270510856141,-0.07040197007574231,0
0.3979458695309381,0.37627266471923676,-0.04902418394877056,0
0.6403988235008852,0.5617103364293555,-0.03805789641255086,0
0.6398653901086844,0.5940555429962777,-0.18973936502253566,0
0.5004011525127601,0.3151785048816445,-0.14345014503649012,0
0.3513253993862785,0.10657843494558543,-0.01880062933104909,0
0.5806305406178556,0.18548961748741338,-0.14488129080025736,0
0.7938102435596776,0.4544732030299071,-0.07193073540766343,0
0.8891325933855839,0.73869263253489,0.0958957811356223,0
0.18593627015657238,0.3494067740243438,-0.33697073452513376,0
-0.11228536800348705,0.07654302418215188,-0.3544453652174831,0
0.5730514976231498,0.7606153037325565,0.4366124233465859,0
0.10488874076282179,0.6599413360197002,0.8826798715042423,0
1.0341134194075754,1.078867677136274,0.6953050859566088,0
1.2565748740704001,0.6051545559902706,-0.1634968590799772,0
1.5495355265108512,-0.3640364001129943,-0.8285050326953525,0
1.3240510870317692,-0.2636377543394606,-0.34908599321203404,0
0.013418707064541433,-0.001275347384601726,-0.4499238842939369,0
-0.4122846198720957,1.1124312905344156,-0.6916518572704136,0
-0.06720093075773609,1.053635161989855,-0.7995672478583518,0
0.14739080495627263,0.06094700338768295,-0.3287676118070821,0
0.756424808336486,-0.5224914043831301,-0.21792964793430525,0
1.0748628731453413,-0.4830801428636817,-1.2432525499247595,0
0.8764789082438575,0.646880316331834,-1.3975897966640434,0
-0.030601594098752627,1.6161973602852218,-0.5220737741368173,0
-0.6715444886071699,1.9042173770578685,0.0908937641697598,0
-0.03351233791568026,0.9560385428973002,0.0596327241131509,0
1.0807411664563522,-0.3363072815361576,-0.4971262191661126,0
1.504456706482766,-0.760291830969934,-0.5761602369181373,0
0.8814313007825665,0.03930974223277994,-0.2678001053123691,0
0.4188420536542683,1.6019878036931776,0.3307429591980401,0
-0.13844293625841697,1.7174679507465684,0.5652508388777733,0
0.25554607759267145,0.614049079471152,0.4562447941517549,0
1.1677984615040862,-0.21209822301035147,0.07203426434800209,0
1.4344198270262511,-0.18347397594371773,-0.02787500812009447,0
0.7854465727151799,0.45039490249522707,0.26554040080619723,0
-0.03517401514280627,1.1700953229613877,0.7626877127919323,0
-0.028506920402082137,1.0543170283797423,0.4320965049365857,0
0.2936968928790332,0.456561018271311,-0.006775081176629172,0
0.6071725642974839,-0.03796250721599553,-0.09604399478757976,0
0.5892242703664186,-0.23865731660051648,0.0648151637893779,0
0.3660093493043489,0.1551565004069372,-0.020083173709706748,0
0.20302313414284484,0.6929014388616148,-0.09470793366621844,0
0.11838947054355131,0.8462352848454421,-0.166787087126004,0
0.3055516260252601,0.5515877491887314,-0.2683735239100625,0
0.35621016704337116,0.10590507801363527,-0.2521676221710263,0
0.7697454906592498,0.23549252865805959,-0.20249357036456836,0
0.6085495321654874,0.2946919811868651,-0.2834483848998273,0
0.47599372762170705,0.4927927193376976,-0.33734776950240675,0
0.4651070192210445,0.7316176545415394,-0.2640253888858853,0
0.8798895602380061,0.8207364041276604,-0.21413439039306356,0
0.6521358113795176,0.3639908710148413,-0.4257637155269857,0
0.6029603953424172,0.25120272377650443,-0.4907602962329988,0
0.661704723488564,0.5578176914231423,-0.2720828287698508,0
0.8066693922166496,0.7911200374157402,-0.09135824469442656,0
0.8505190417688093,0.9279493682882329,0.0973110903568245,0
0.4782424697751125,0.49902701576112657,-0.1812195314630948,0
0.7651701343011291,0.5959316909602262,-0.17180770285264707,0
0.9344636965354414,0.6338687952695119,-0.17413747080004974,0
1.0706930481110493,0.9094872176624559,0.1292150413273878,0
0.4980212467906566,0.8105908427161732,0.03001367063824412,0
0.3177281211808598,0.5476201001973857,-0.05590570303964215,0
